id_inventario,id_sucursal,id_producto,stock_actual,creado_en,modificado_en,creado_por,modificado_por
106,1,106,16.912,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
107,1,107,74.175,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
108,1,108,39.632,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
109,1,109,40.864,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
110,1,110,36.869,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
111,1,111,19.715,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
112,1,112,36.870,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
113,1,113,63.388,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
114,1,114,17.952,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
115,1,115,21.459,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
116,1,116,17.337,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
117,1,117,54.123,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
118,1,118,10.316,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
119,1,119,70.507,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
120,1,120,43.312,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
121,1,121,56.684,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
122,1,122,43.823,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
123,1,123,72.408,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
124,1,124,45.789,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
125,1,125,41.799,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
126,1,126,77.954,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
127,1,127,41.782,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
128,1,128,43.734,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
129,1,129,71.084,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
130,1,130,47.099,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
131,1,131,58.625,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
132,1,132,15.479,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
133,1,133,36.797,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
134,1,134,69.009,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
135,1,135,21.598,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
136,1,136,70.825,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
137,1,137,33.263,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
138,1,138,37.498,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
139,1,139,17.470,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
140,1,140,55.013,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
141,1,141,31.888,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
142,1,142,71.488,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
143,1,143,49.156,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
144,1,144,52.523,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
145,1,145,27.259,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
146,1,146,58.406,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
147,1,147,33.384,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
148,1,148,50.711,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
149,1,149,73.357,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
150,1,150,72.026,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
151,1,151,518.087,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
152,1,152,445.006,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
153,1,153,290.587,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
154,1,154,420.614,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
155,1,155,380.140,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
156,1,156,509.149,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
157,1,157,338,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
158,1,158,543.430,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
159,1,159,198.465,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
160,1,160,448.225,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
161,1,161,518.784,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
162,1,162,487.985,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
163,1,163,244.962,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
164,1,164,305.425,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
165,1,165,286.381,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
166,1,166,235.833,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
167,1,167,407.515,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
168,1,168,364.055,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
169,1,169,405.161,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
170,1,170,276.449,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
171,1,171,393.885,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
172,1,172,211.931,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
173,1,173,509.445,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
174,1,174,251.923,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
175,1,175,274.884,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
176,1,176,541.167,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
177,1,177,447.300,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
178,1,178,334.631,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
179,1,179,349.094,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
180,1,180,220.651,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
181,1,181,414.670,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
182,1,182,225.334,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
183,1,183,394.722,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
184,1,184,242.538,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
185,1,185,230.347,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
186,1,186,398.880,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
187,1,187,397.868,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
188,1,188,347.751,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
189,1,189,170.058,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
190,1,190,314.990,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
191,1,191,390.280,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
192,1,192,200.804,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
193,1,193,510.908,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
194,1,194,296.235,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
195,1,195,463.883,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
196,1,196,343.652,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
197,1,197,271.553,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
198,1,198,389.754,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
199,1,199,168.334,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
200,1,200,181.681,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
201,1,201,159.221,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
202,1,202,272.986,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
203,1,203,336.461,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
204,1,204,508.535,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
205,1,205,318.248,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
206,1,206,293.297,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
207,1,207,407.022,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
208,1,208,440.598,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
209,1,209,285.526,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
210,1,210,235.952,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
211,1,211,482.382,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
212,1,212,189.220,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
213,1,213,372.176,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
214,1,214,164.753,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
215,1,215,214.251,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
216,1,216,246.921,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
217,1,217,407.804,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
218,1,218,486.958,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
219,1,219,476.203,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
220,1,220,206.842,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
221,1,221,185.080,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
222,1,222,322.645,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
223,1,223,352.540,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
224,1,224,490.452,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
225,1,225,433.404,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
226,1,226,145.958,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
227,1,227,121.116,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
228,1,228,100.656,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
229,1,229,94.882,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
230,1,230,67.762,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
231,1,231,225.371,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
232,1,232,135.407,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
233,1,233,68.179,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
234,1,234,160.415,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
235,1,235,118.474,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
236,1,236,171.685,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
237,1,237,227.661,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
238,1,238,84.096,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
239,1,239,110.089,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
240,1,240,90.918,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
241,1,241,142.144,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
242,1,242,207.069,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
243,1,243,66.928,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
244,1,244,181.127,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
245,1,245,103.316,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
246,1,246,177.697,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
247,1,247,129.588,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
248,1,248,234.068,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
249,1,249,148.714,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
250,1,250,100.724,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
251,1,251,125.987,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
252,1,252,171.939,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
253,1,253,108.886,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
254,1,254,143.071,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
255,1,255,131.270,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
256,1,256,81.083,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
257,1,257,195.856,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
258,1,258,208.200,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
259,1,259,164.864,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
260,1,260,94.454,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
261,1,261,237.028,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
262,1,262,155.811,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
263,1,263,180.102,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
264,1,264,166.593,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
265,1,265,138.528,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
266,1,266,82.503,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
267,1,267,195.267,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
268,1,268,232.276,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
269,1,269,227.647,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
270,1,270,228.813,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
271,1,271,155.348,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
272,1,272,201.464,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
273,1,273,174.893,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
274,1,274,178.468,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
275,1,275,81.920,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
276,1,276,102.520,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
277,1,277,97.521,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
278,1,278,174.653,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
279,1,279,220.712,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
280,1,280,74.748,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
281,1,281,51.668,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
282,1,282,30.889,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
283,1,283,24.904,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
284,1,284,53.919,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script,
